YEAR,TAXON,Date ,Latitude of Capture,Longitude of capture
1995,GALEOCERDO CUVIER,7/23/1995,30.0213,-88.4745
1995,GALEOCERDO CUVIER,7/23/1995,30.0213,-88.4745
1995,CARCHARHINUS LIMBATUS,7/23/1995,30.0213,-88.4745
1995,CARCHARHINUS ACRONOTUS,7/23/1995,29.7778,-88.4593
1995,CARCHARHINUS LIMBATUS,7/23/1995,29.7778,-88.4593
1995,RHIZOPRIONODON TERRAENOVAE,7/23/1995,29.7778,-88.4593
1995,RHIZOPRIONODON TERRAENOVAE,7/23/1995,29.7778,-88.4593
1995,RHIZOPRIONODON TERRAENOVAE,7/23/1995,29.7778,-88.4593
1995,RHIZOPRIONODON TERRAENOVAE,7/23/1995,29.7778,-88.4593
1995,RHIZOPRIONODON TERRAENOVAE,7/23/1995,29.7778,-88.4593
1995,RHIZOPRIONODON TERRAENOVAE,7/23/1995,29.7778,-88.4593
1995,OPHICHTHUS REX,7/23/1995,29.7778,-88.4593
1995,OPHICHTHUS REX,7/23/1995,29.7778,-88.4593
1995,OPHICHTHUS REX,7/23/1995,29.7778,-88.4593
1995,OPHICHTHUS REX,7/23/1995,29.7778,-88.4593
1995,GALEOCERDO CUVIER,7/23/1995,29.7778,-88.4593
1995,GALEOCERDO CUVIER,7/23/1995,29.7778,-88.4593
1995,RHIZOPRIONODON TERRAENOVAE,7/23/1995,29.7778,-88.4593
1995,RHIZOPRIONODON TERRAENOVAE,7/23/1995,29.7778,-88.4593
1995,RHIZOPRIONODON TERRAENOVAE,7/23/1995,29.7778,-88.4593
1995,CARCHARHINUS FALCIFORMIS,7/25/1995,26.2565,-96.5263
1995,OPHICHTHUS REX,7/25/1995,26.2565,-96.5263
1995,RHIZOPRIONODON TERRAENOVAE,7/26/1995,26.55,-97.05
1995,RHIZOPRIONODON TERRAENOVAE,7/26/1995,26.55,-97.05
1995,RHIZOPRIONODON TERRAENOVAE,7/26/1995,26.55,-97.05
1995,RHIZOPRIONODON TERRAENOVAE,7/26/1995,26.55,-97.05
1995,UNIDENTIFIED FISH,7/26/1995,26.65,-96.8667
1995,RHIZOPRIONODON TERRAENOVAE,7/26/1995,26.65,-96.8667
1995,CARCHARHINUS PLUMBEUS,7/26/1995,26.65,-96.8667
1995,CARCHARHINUS FALCIFORMIS,7/26/1995,26.65,-96.8667
1995,CARCHARHINUS FALCIFORMIS,7/26/1995,26.65,-96.8667
1995,OPHICHTHUS REX,7/26/1995,27.434,-97.0572
1995,OPHICHTHUS REX,7/26/1995,27.434,-97.0572
1995,OPHICHTHUS REX,7/26/1995,27.434,-97.0572
1995,RHIZOPRIONODON TERRAENOVAE,7/26/1995,27.434,-97.0572
1995,RHIZOPRIONODON TERRAENOVAE,7/26/1995,27.8417,-96.4223
1995,CARCHARHINUS PLUMBEUS,7/27/1995,28.351,-95.9455
1995,UNIDENTIFIED FISH,7/27/1995,28.351,-95.9455
1995,RHIZOPRIONODON TERRAENOVAE,7/27/1995,27.9302,-95.6842
1995,LUTJANUS CAMPECHANUS,7/27/1995,27.9302,-95.6842
1995,RACHYCENTRON CANADUM,7/27/1995,27.9302,-95.6842
1995,CARCHARHINUS FALCIFORMIS,7/27/1995,28.2875,-95.11
1995,RHIZOPRIONODON TERRAENOVAE,7/27/1995,28.2875,-95.11
1995,RHIZOPRIONODON TERRAENOVAE,7/27/1995,28.2875,-95.11
1995,CARCHARHINUS PLUMBEUS,7/27/1995,28.2875,-95.11
1995,RHIZOPRIONODON TERRAENOVAE,7/27/1995,28.2875,-95.11
1995,CARCHARHINUS ACRONOTUS,7/27/1995,28.4273,-94.838
1995,SPHYRNA MOKARRAN,7/27/1995,28.4273,-94.838
1995,RHIZOPRIONODON TERRAENOVAE,7/27/1995,28.4273,-94.838
1995,CARCHARHINUS ACRONOTUS,7/28/1995,28.6388,-94.6195
1995,CARCHARHINUS LEUCAS,7/28/1995,28.6388,-94.6195
1995,GALEOCERDO CUVIER,7/28/1995,28.6388,-94.6195
1995,RHIZOPRIONODON TERRAENOVAE,7/28/1995,28.6388,-94.6195
1995,CARCHARHINUS LIMBATUS,7/28/1995,28.6388,-94.6195
1995,RHIZOPRIONODON TERRAENOVAE,7/28/1995,28.3902,-93.4113
1995,RHIZOPRIONODON TERRAENOVAE,7/28/1995,28.3902,-93.4113
1995,RHIZOPRIONODON TERRAENOVAE,7/28/1995,28.3902,-93.4113
1995,RHIZOPRIONODON TERRAENOVAE,7/28/1995,28.3902,-93.4113
1995,LUTJANUS CAMPECHANUS,7/28/1995,28.3902,-93.4113
1995,LUTJANUS CAMPECHANUS,7/28/1995,28.3902,-93.4113
1995,SPHYRNA LEWINI,7/28/1995,28.3902,-93.4113
1995,RHIZOPRIONODON TERRAENOVAE,7/28/1995,28.3902,-93.4113
1995,RHIZOPRIONODON TERRAENOVAE,7/28/1995,28.2958,-93.252
1995,RHIZOPRIONODON TERRAENOVAE,7/28/1995,28.2958,-93.252
1995,RHIZOPRIONODON TERRAENOVAE,7/28/1995,28.2958,-93.252
1995,RHIZOPRIONODON TERRAENOVAE,7/28/1995,28.2958,-93.252
1995,RHIZOPRIONODON TERRAENOVAE,7/28/1995,28.2958,-93.252
1995,CARCHARHINUS PLUMBEUS,7/28/1995,28.2958,-93.252
1995,MUSTELUS CANIS,7/29/1995,28.1893,-92.9125
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.339,-92.9358
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.339,-92.9358
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.339,-92.9358
1995,LUTJANUS CAMPECHANUS,7/29/1995,28.339,-92.9358
1995,LUTJANUS CAMPECHANUS,7/29/1995,28.339,-92.9358
1995,SPHYRNA LEWINI,7/29/1995,28.339,-92.9358
1995,GALEOCERDO CUVIER,7/29/1995,28.339,-92.9358
1995,CARCHARHINUS LEUCAS,7/29/1995,28.6497,-93.3028
1995,CARCHARHINUS LEUCAS,7/29/1995,28.6497,-93.3028
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.6497,-93.3028
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.6497,-93.3028
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.6497,-93.3028
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.6497,-93.3028
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.6497,-93.3028
1995,CARCHARHINUS LEUCAS,7/29/1995,28.6497,-93.3028
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.6497,-93.3028
1995,CARCHARHINUS ACRONOTUS,7/29/1995,28.9148,-92.745
1995,CARCHARHINUS ACRONOTUS,7/29/1995,28.9148,-92.745
1995,CARCHARHINUS LEUCAS,7/29/1995,28.9148,-92.745
1995,SPHYRNA MOKARRAN,7/29/1995,28.9148,-92.745
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.9148,-92.745
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.9148,-92.745
1995,CARCHARHINUS LIMBATUS,7/29/1995,28.9148,-92.745
1995,CARCHARHINUS LIMBATUS,7/29/1995,28.9148,-92.745
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.9148,-92.745
1995,RHIZOPRIONODON TERRAENOVAE,7/29/1995,28.9148,-92.745
1995,CARCHARHINUS LIMBATUS,7/30/1995,28.8048,-91.5173
1995,CARCHARHINUS LIMBATUS,7/30/1995,28.8048,-91.5173
1995,RACHYCENTRON CANADUM,7/30/1995,28.8048,-91.5173
1995,RHINOPTERA BONASUS,7/30/1995,28.8048,-91.5173
1995,RHIZOPRIONODON TERRAENOVAE,7/30/1995,28.8048,-91.5173
1995,RHIZOPRIONODON TERRAENOVAE,7/30/1995,28.8048,-91.5173
1995,CARCHARHINUS LIMBATUS,7/30/1995,28.8048,-91.5173
1995,CARCHARHINUS LIMBATUS,7/30/1995,28.8048,-91.5173
1995,RHIZOPRIONODON TERRAENOVAE,7/30/1995,28.4588,-91.6457
1995,RHIZOPRIONODON TERRAENOVAE,7/30/1995,28.4588,-91.6457
1995,RHIZOPRIONODON TERRAENOVAE,7/30/1995,28.4588,-91.6457
1995,RHIZOPRIONODON TERRAENOVAE,7/30/1995,28.4588,-91.6457
1995,OPHICHTHUS REX,7/30/1995,28.4588,-91.6457
1995,OPHICHTHUS REX,7/30/1995,28.4588,-91.6457
1995,OPHICHTHUS REX,7/30/1995,28.4588,-91.6457
1995,OPHICHTHUS REX,7/30/1995,28.4588,-91.6457
1995,RHIZOPRIONODON TERRAENOVAE,7/30/1995,28.4588,-91.6457
1995,RHIZOPRIONODON TERRAENOVAE,7/30/1995,28.4588,-91.6457
1995,RHIZOPRIONODON TERRAENOVAE,7/30/1995,28.4588,-91.6457
1995,RHIZOPRIONODON TERRAENOVAE,7/30/1995,28.4588,-91.6457
1995,MUSTELUS CANIS,7/30/1995,28.332,-91.4682
1995,MUSTELUS CANIS,7/30/1995,28.332,-91.4682
1995,MUSTELUS CANIS,7/30/1995,28.332,-91.4682
1995,LUTJANUS CAMPECHANUS,7/30/1995,28.332,-91.4682
1995,OPHICHTHUS REX,7/30/1995,28.332,-91.4682
1995,OPHICHTHUS REX,7/30/1995,28.332,-91.4682
1995,OPHICHTHUS REX,7/30/1995,28.332,-91.4682
1995,SPHYRNA LEWINI,7/30/1995,28.332,-91.4682
1995,MUSTELUS CANIS,7/30/1995,28.332,-91.4682
1995,MUSTELUS CANIS,7/30/1995,28.332,-91.4682
1995,CARCHARHINUS LIMBATUS,7/31/1995,28.2782,-90.9415
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.2782,-90.9415
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.2782,-90.9415
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.2782,-90.9415
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.2782,-90.9415
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.2782,-90.9415
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.2782,-90.9415
1995,OPHICHTHUS REX,7/31/1995,28.2782,-90.9415
1995,MUSTELUS CANIS,7/31/1995,28.2782,-90.9415
1995,SPHYRNA LEWINI,7/31/1995,28.2782,-90.9415
1995,SPHYRNA LEWINI,7/31/1995,28.2782,-90.9415
1995,MUSTELUS CANIS,7/31/1995,28.2782,-90.9415
1995,OPHICHTHUS REX,7/31/1995,28.5925,-90.2705
1995,CARCHARHINUS PLUMBEUS,7/31/1995,28.5925,-90.2705
1995,CARCHARHINUS ACRONOTUS,7/31/1995,28.7157,-90.1793
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7157,-90.1793
1995,CARCHARHINUS BREVIPINNA,7/31/1995,28.7157,-90.1793
1995,CARCHARHINUS BREVIPINNA,7/31/1995,28.7157,-90.1793
1995,CARCHARHINUS LEUCAS,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,OPHIDION,7/31/1995,28.7075,-89.982
1995,SPHYRNA LEWINI,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,RHIZOPRIONODON TERRAENOVAE,7/31/1995,28.7075,-89.982
1995,CARCHARHINUS PLUMBEUS,8/1/1995,28.941,-89.2758
1995,CARCHARHINUS ISODON,8/1/1995,28.941,-89.2758
1995,CARCHARHINUS ISODON,8/1/1995,28.941,-89.2758
1995,CARCHARHINUS ISODON,8/1/1995,28.941,-89.2758
1995,CARCHARHINUS ISODON,8/1/1995,28.941,-89.2758
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.941,-89.2758
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.941,-89.2758
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.941,-89.2758
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.941,-89.2758
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.941,-89.2758
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.941,-89.2758
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.941,-89.2758
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.941,-89.2758
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.941,-89.2758
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.941,-89.2758
1995,CARCHARHINUS LIMBATUS,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,CARCHARHINUS LIMBATUS,8/1/1995,28.8912,-89.2623
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,28.8912,-89.2623
1995,CARCHARHINUS LIMBATUS,8/1/1995,29.2022,-88.8838
1995,OPHICHTHUS REX,8/1/1995,29.2022,-88.8838
1995,OPHICHTHUS REX,8/1/1995,29.2022,-88.8838
1995,OPHICHTHUS REX,8/1/1995,29.2022,-88.8838
1995,OPHICHTHUS REX,8/1/1995,29.2022,-88.8838
1995,OPHICHTHUS REX,8/1/1995,29.2022,-88.8838
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,29.2022,-88.8838
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,29.2022,-88.8838
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,29.2022,-88.8838
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,29.2022,-88.8838
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,29.2022,-88.8838
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,29.2022,-88.8838
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,29.2022,-88.8838
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,29.2022,-88.8838
1995,RHIZOPRIONODON TERRAENOVAE,8/1/1995,29.2022,-88.8838
1995,RHIZOPRIONODON TERRAENOVAE,8/6/1995,29.488,-88.2617
1995,RHIZOPRIONODON TERRAENOVAE,8/6/1995,29.488,-88.2617
1995,CARCHARHINUS ACRONOTUS,8/6/1995,29.4755,-87.64
1995,OPHIDION,8/6/1995,29.4755,-87.64
1995,SPHYRNA LEWINI,8/6/1995,29.4755,-87.64
1995,RHIZOPRIONODON TERRAENOVAE,8/6/1995,29.4755,-87.64
1995,CARCHARHINUS PLUMBEUS,8/7/1995,29.8007,-87.3663
1995,GALEOCERDO CUVIER,8/7/1995,29.8007,-87.3663
1995,RHIZOPRIONODON TERRAENOVAE,8/7/1995,29.8007,-87.3663
1995,SPHYRAENA BARRACUDA,8/7/1995,29.9468,-86.292
1995,GALEOCERDO CUVIER,8/7/1995,29.9468,-86.292
1995,SARDA SARDA,8/7/1995,29.9828,-86.2487
1995,GALEOCERDO CUVIER,8/8/1995,29.3717,-85.7207
1995,RHIZOPRIONODON TERRAENOVAE,8/8/1995,29.3717,-85.7207
1995,RHIZOPRIONODON TERRAENOVAE,8/8/1995,29.3717,-85.7207
1995,EPINEPHELUS MORIO,8/8/1995,28.7893,-85.0493
1995,EPINEPHELUS MORIO,8/8/1995,28.7893,-85.0493
1995,EPINEPHELUS MORIO,8/8/1995,28.7893,-85.0493
1995,SPHYRNA LEWINI,8/8/1995,29.5473,-84.571
1995,CARCHARHINUS PLUMBEUS,8/8/1995,29.5473,-84.571
1995,CARCHARHINUS ACRONOTUS,8/9/1995,29.3152,-84.046
1995,SPHYRAENA BARRACUDA,8/9/1995,28.421,-83.6793
1995,EPINEPHELUS MORIO,8/9/1995,28.0038,-83.7473
1995,EPINEPHELUS MORIO,8/9/1995,28.0038,-83.7473
1995,CARCHARHINUS ACRONOTUS,8/9/1995,28.0038,-83.7473
1995,SPHYRAENA BARRACUDA,8/10/1995,27.7965,-84.0833
1995,CARCHARHINUS PLUMBEUS,8/10/1995,27.7965,-84.0833
1995,GALEOCERDO CUVIER,8/10/1995,32.6552,-79.469
1995,GALEOCERDO CUVIER,8/10/1995,32.6552,-79.469
1995,GALEOCERDO CUVIER,8/10/1995,32.6552,-79.469
1995,GALEOCERDO CUVIER,8/10/1995,32.6552,-79.469
1995,GALEOCERDO CUVIER,8/10/1995,32.6552,-79.469
1995,GALEOCERDO CUVIER,8/10/1995,32.6552,-79.469
1995,SPHYRAENA BARRACUDA,8/10/1995,32.6552,-79.469
1995,GALEOCERDO CUVIER,8/10/1995,32.6552,-79.469
1995,EPINEPHELUS MORIO,8/10/1995,27.2608,-83.0795
1995,EPINEPHELUS MORIO,8/10/1995,27.2608,-83.0795
1995,CARCHARHINUS ACRONOTUS,8/10/1995,27.2608,-83.0795
1995,EPINEPHELUS MORIO,8/10/1995,26.9552,-82.6993
1995,EPINEPHELUS MORIO,8/10/1995,26.9552,-82.6993
1995,EPINEPHELUS MORIO,8/10/1995,26.9552,-82.6993
1995,SPHYRAENA BARRACUDA,8/10/1995,26.9552,-82.6993
1995,SPHYRAENA BARRACUDA,8/10/1995,26.9552,-82.6993
1995,CARCHARHINUS PLUMBEUS,8/10/1995,32.5288,-79.1492
1995,CARCHARHINUS PLUMBEUS,8/10/1995,32.5288,-79.1492
1995,GALEOCERDO CUVIER,8/10/1995,32.5288,-79.1492
1995,RHIZOPRIONODON TERRAENOVAE,8/10/1995,32.5288,-79.1492
1995,RHIZOPRIONODON TERRAENOVAE,8/10/1995,32.5288,-79.1492
1995,RHIZOPRIONODON TERRAENOVAE,8/10/1995,32.5288,-79.1492
1995,RHIZOPRIONODON TERRAENOVAE,8/10/1995,32.5288,-79.1492
1995,CARCHARHINUS PLUMBEUS,8/11/1995,31.9655,-79.5095
1995,GALEOCERDO CUVIER,8/11/1995,31.9655,-79.5095
1995,RHIZOPRIONODON TERRAENOVAE,8/11/1995,31.9655,-79.5095
1995,RHIZOPRIONODON TERRAENOVAE,8/11/1995,31.9655,-79.5095
1995,RHIZOPRIONODON TERRAENOVAE,8/11/1995,25.8188,-83.2083
1995,CARCHARHINUS LIMBATUS,8/11/1995,25.8188,-83.2083
1995,RHIZOPRIONODON TERRAENOVAE,8/11/1995,32.003,-79.7157
1995,RHIZOPRIONODON TERRAENOVAE,8/11/1995,32.003,-79.7157
1995,RHIZOPRIONODON TERRAENOVAE,8/11/1995,32.003,-79.7157
1995,RHIZOPRIONODON TERRAENOVAE,8/11/1995,32.003,-79.7157
1995,RHIZOPRIONODON TERRAENOVAE,8/11/1995,32.003,-79.7157
1995,RHIZOPRIONODON TERRAENOVAE,8/11/1995,32.003,-79.7157
1995,GALEOCERDO CUVIER,8/11/1995,32.003,-79.7157
1995,RHIZOPRIONODON TERRAENOVAE,8/11/1995,25.2302,-82.9932
1995,SPHYRAENA BARRACUDA,8/11/1995,25.2302,-82.9932
1995,GINGLYMOSTOMA CIRRATUM,8/11/1995,25.2302,-82.9932
1995,SPHYRAENA BARRACUDA,8/11/1995,25.2133,-82.9358
1995,GINGLYMOSTOMA CIRRATUM,8/11/1995,32.05,-80.4863
1995,GALEOCERDO CUVIER,8/11/1995,32.05,-80.4863
1995,SPHYRAENA BARRACUDA,8/11/1995,24.7645,-82.7605
1995,SPHYRAENA BARRACUDA,8/11/1995,24.7645,-82.7605
1995,SPHYRAENA BARRACUDA,8/11/1995,24.7645,-82.7605
1995,RHIZOPRIONODON TERRAENOVAE,8/11/1995,24.7645,-82.7605
1995,CARCHARHINUS ACRONOTUS,8/12/1995,24.7818,-82.1127
1995,CARCHARHINUS ACRONOTUS,8/12/1995,24.7818,-82.1127
1995,CARCHARHINUS ACRONOTUS,8/12/1995,24.7818,-82.1127
1995,CARCHARHINUS ACRONOTUS,8/12/1995,24.7818,-82.1127
1995,CARCHARHINUS ACRONOTUS,8/12/1995,24.7818,-82.1127
1995,SPHYRNA MOKARRAN,8/12/1995,24.7818,-82.1127
1995,CARCHARHINUS LIMBATUS,8/12/1995,24.7818,-82.1127
1995,CARCHARHINUS LIMBATUS,8/12/1995,24.7818,-82.1127
1995,CARCHARHINUS LIMBATUS,8/12/1995,24.7818,-82.1127
1995,SPHYRNA MOKARRAN,8/12/1995,31.356,-80.759
1995,SPHYRNA MOKARRAN,8/12/1995,31.356,-80.759
1995,SPHYRNA MOKARRAN,8/12/1995,31.356,-80.759
1995,GINGLYMOSTOMA CIRRATUM,8/12/1995,31.356,-80.759
1995,CARCHARHINUS BREVIPINNA,8/12/1995,25.2145,-82.2932
1995,CARCHARHINUS ACRONOTUS,8/12/1995,25.5208,-82.2308
1995,SPHYRAENA BARRACUDA,8/12/1995,25.5208,-82.2308
1995,RHIZOPRIONODON TERRAENOVAE,8/12/1995,25.5208,-82.2308
1995,CARCHARHINUS FALCIFORMIS,8/12/1995,25.5208,-82.2308
1995,CARCHARHINUS FALCIFORMIS,8/12/1995,25.5208,-82.2308
1995,GALEOCERDO CUVIER,8/12/1995,30.901,-80.4387
1995,GALEOCERDO CUVIER,8/12/1995,30.901,-80.4387
1995,GALEOCERDO CUVIER,8/12/1995,30.901,-80.4387
1995,GALEOCERDO CUVIER,8/12/1995,30.901,-80.4387
1995,GALEOCERDO CUVIER,8/12/1995,30.901,-80.4387
1995,REMORA REMORA,8/12/1995,30.901,-80.4387
1995,SPHYRAENA BARRACUDA,8/12/1995,30.901,-80.4387
1995,GALEOCERDO CUVIER,8/12/1995,30.5142,-80.6822
1995,GALEOCERDO CUVIER,8/12/1995,30.5142,-80.6822
1995,GALEOCERDO CUVIER,8/12/1995,30.5142,-80.6822
1995,RHIZOPRIONODON TERRAENOVAE,8/12/1995,30.5142,-80.6822
1995,RHIZOPRIONODON TERRAENOVAE,8/12/1995,30.0433,-80.7483
1995,RHIZOPRIONODON TERRAENOVAE,8/12/1995,30.0433,-80.7483
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,29.8388,-80.902
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,29.8388,-80.902
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,29.8388,-80.902
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,29.8388,-80.902
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,29.3907,-80.8408
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,29.3907,-80.8408
1995,RACHYCENTRON CANADUM,8/13/1995,29.3907,-80.8408
1995,SPHYRAENA BARRACUDA,8/13/1995,29.3907,-80.8408
1995,SPHYRAENA BARRACUDA,8/13/1995,29.3907,-80.8408
1995,GINGLYMOSTOMA CIRRATUM,8/13/1995,29.3907,-80.8408
1995,CARCHARHINUS ACRONOTUS,8/13/1995,29.5838,-86.075
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,28.9715,-80.5112
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,28.9715,-80.5112
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,28.9715,-80.5112
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,28.9715,-80.5112
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,28.9715,-80.5112
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,28.9715,-80.5112
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,28.9715,-80.5112
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,28.9715,-80.5112
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,28.9715,-80.5112
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,28.9715,-80.5112
1995,RHIZOPRIONODON TERRAENOVAE,8/13/1995,28.9715,-80.5112
1995,CARCHARHINUS PLUMBEUS,8/13/1995,29.754,-85.9823
1995,CARCHARHINUS PLUMBEUS,8/13/1995,29.754,-85.9823
1995,CARCHARHINUS PLUMBEUS,8/13/1995,29.754,-85.9823
1995,CARCHARHINUS PLUMBEUS,8/13/1995,29.754,-85.9823
1995,CARCHARHINUS PLUMBEUS,8/13/1995,29.754,-85.9823
1995,SPHYRNA MOKARRAN,8/13/1995,29.754,-85.9823
1995,RHIZOPRIONODON TERRAENOVAE,8/14/1995,28.4323,-80.2535
1995,RHIZOPRIONODON TERRAENOVAE,8/14/1995,28.4323,-80.2535
1995,RHIZOPRIONODON TERRAENOVAE,8/14/1995,28.4323,-80.2535
1995,RHIZOPRIONODON TERRAENOVAE,8/14/1995,28.4323,-80.2535
1995,RHIZOPRIONODON TERRAENOVAE,8/14/1995,28.4323,-80.2535
1995,BAGRE MARINUS,8/14/1995,28.4323,-80.2535
1995,RHIZOPRIONODON TERRAENOVAE,8/14/1995,28.4323,-80.2535
1995,RHIZOPRIONODON TERRAENOVAE,8/14/1995,28.4323,-80.2535
1995,GALEOCERDO CUVIER,8/14/1995,30.1568,-85.9072
1995,GALEOCERDO CUVIER,8/14/1995,30.1568,-85.9072
1995,RHIZOPRIONODON TERRAENOVAE,8/14/1995,30.1568,-85.9072
1995,RHIZOPRIONODON TERRAENOVAE,8/14/1995,30.1568,-85.9072
1995,RHIZOPRIONODON TERRAENOVAE,8/14/1995,30.1568,-85.9072
1995,GALEOCERDO CUVIER,8/14/1995,30.1897,-85.9803
1995,GALEOCERDO CUVIER,8/14/1995,30.1897,-85.9803
1995,GALEOCERDO CUVIER,8/14/1995,30.1897,-85.9803
